qid	parsed_subj	parsed_pred	sid	pretty_values	proc_values	answers	answer
D092Q10	not_parsed	not_parsed					
D092Q11	not_parsed	not_parsed					
D092Q12	not_parsed	not_parsed					
D093Q01	not_parsed	not_parsed					
D093Q02	not_parsed	not_parsed					
D093Q03	not_parsed	not_parsed					
D093Q05	not_parsed	not_parsed					
D093Q07	not_parsed	not_parsed					
D094Q02	not_parsed	not_parsed					
D094Q03	伊甸基金会	成立或建立時間	[]	[]	[]	[]	None
D094Q05	not_parsed	not_parsed					
D095Q01	not_parsed	not_parsed					
D095Q03	not_parsed	not_parsed					
D095Q04	not_parsed	not_parsed					
D095Q06	not_parsed	not_parsed					
D095Q07	not_parsed	not_parsed					
D096Q01	not_parsed	not_parsed					
D096Q04	not_parsed	not_parsed					
D096Q06	not_parsed	not_parsed					
D096Q07	not_parsed	not_parsed					
D097Q01	not_parsed	not_parsed					
D097Q02	not_parsed	not_parsed					
D097Q04	诺贝尔	出生年份	['Q23810']	['1833-10-21T00:00:00.000Z']	['1833年', '-78年']	['1833年']	1833年
D097Q05	诺贝尔	死亡年份	['Q23810']	['1896-12-10T00:00:00.000Z']	['1896年', '-15年']	['1896年']	1896年
D097Q06	not_parsed	not_parsed					
D097Q07	not_parsed	not_parsed					
D097Q08	not_parsed	not_parsed					
D100Q01	not_parsed	not_parsed					
D100Q03	not_parsed	not_parsed					
D100Q04	not_parsed	not_parsed					
D100Q05	not_parsed	not_parsed					
D103Q01	not_parsed	not_parsed					
D103Q03	not_parsed	not_parsed					
D103Q04	not_parsed	not_parsed					
D103Q05	not_parsed	not_parsed					
D103Q06	not_parsed	not_parsed					
D104Q02	not_parsed	not_parsed					
D104Q04	not_parsed	not_parsed					
D104Q05	not_parsed	not_parsed					
D104Q06	not_parsed	not_parsed					
D105Q01	not_parsed	not_parsed					
D105Q02	not_parsed	not_parsed					
D105Q04	not_parsed	not_parsed					
D105Q06	not_parsed	not_parsed					
D105Q07	not_parsed	not_parsed					
D105Q08	not_parsed	not_parsed					
D105Q09	not_parsed	not_parsed					
D105Q10	not_parsed	not_parsed					
D106Q01	not_parsed	not_parsed					
D106Q02	not_parsed	not_parsed					
D106Q03	not_parsed	not_parsed					
D106Q07	卫福部	成立或建立時間	[]	[]	[]	[]	None
D106Q08	not_parsed	not_parsed					
D107Q03	not_parsed	not_parsed					
D107Q05	not_parsed	not_parsed					
D107Q06	not_parsed	not_parsed					
D107Q07	not_parsed	not_parsed					
D107Q08	not_parsed	not_parsed					
D108Q02	not_parsed	not_parsed					
D108Q03	not_parsed	not_parsed					
D108Q04	not_parsed	not_parsed					
D108Q05	not_parsed	not_parsed					
D108Q07	not_parsed	not_parsed					
D113Q02	not_parsed	not_parsed					
D115Q03	not_parsed	not_parsed					
D116Q03	not_parsed	not_parsed					
D117Q02	not_parsed	not_parsed					
D117Q03	not_parsed	not_parsed					
D117Q06	not_parsed	not_parsed					
D117Q07	not_parsed	not_parsed					
D120Q01	新闻中车祸地点发	出生地	[]	[]	[]	[]	None
D120Q04	not_parsed	not_parsed					
D120Q05	not_parsed	not_parsed					
D120Q06	not_parsed	not_parsed					
D120Q07	not_parsed	not_parsed					
D127Q01	not_parsed	not_parsed					
D127Q03	not_parsed	not_parsed					
D127Q04	not_parsed	not_parsed					
D138Q03	若要帮屠呦呦庆	出生日期	[]	[]	[]	[]	None
D138Q04	not_parsed	not_parsed					
D138Q05	not_parsed	not_parsed					
D138Q06	not_parsed	not_parsed					
D138Q07	not_parsed	not_parsed					
D138Q08	not_parsed	not_parsed					
D160Q01	not_parsed	not_parsed					
D160Q02	not_parsed	not_parsed					
D160Q03	not_parsed	not_parsed					
D160Q05	王母娘娘	出生日期	[]	[]	[]	[]	None
D160Q06	not_parsed	not_parsed					
D160Q07	not_parsed	not_parsed					
D160Q08	not_parsed	not_parsed					
D160Q09	not_parsed	not_parsed					
D179Q01	not_parsed	not_parsed					
D179Q02	not_parsed	not_parsed					
D179Q03	not_parsed	not_parsed					
D179Q05	not_parsed	not_parsed					
D179Q07	not_parsed	not_parsed					
D181Q02	not_parsed	not_parsed					
D181Q03	not_parsed	not_parsed					
D181Q04	not_parsed	not_parsed					
D181Q05	not_parsed	not_parsed					
D181Q06	not_parsed	not_parsed					
D182Q01	not_parsed	not_parsed					
D182Q02	not_parsed	not_parsed					
D182Q03	not_parsed	not_parsed					
D182Q04	not_parsed	not_parsed					
D182Q05	not_parsed	not_parsed					
D182Q06	not_parsed	not_parsed					
D182Q07	not_parsed	not_parsed					
D183Q01	not_parsed	not_parsed					
D183Q02	not_parsed	not_parsed					
D183Q03	not_parsed	not_parsed					
D183Q04	not_parsed	not_parsed					
D210Q03	not_parsed	not_parsed					
D210Q04	not_parsed	not_parsed					
D211Q01	not_parsed	not_parsed					
D211Q02	not_parsed	not_parsed					
D211Q05	not_parsed	not_parsed					
D211Q04	not_parsed	not_parsed					
D211Q03	not_parsed	not_parsed					
D214Q01	not_parsed	not_parsed					
D214Q02	not_parsed	not_parsed					
D214Q03	not_parsed	not_parsed					
D214Q04	not_parsed	not_parsed					
D214Q05	not_parsed	not_parsed					
D214Q06	not_parsed	not_parsed					
D215Q01	not_parsed	not_parsed					
D215Q02	not_parsed	not_parsed					
D215Q03	not_parsed	not_parsed					
D215Q04	not_parsed	not_parsed					
D215Q06	not_parsed	not_parsed					
D215Q08	not_parsed	not_parsed					
D215Q09	杰佛逊	出生年份	[]	[]	[]	[]	None
D215Q10	杰佛逊	死亡年份	[]	[]	[]	[]	None
D215Q11	not_parsed	not_parsed					
D238Q01	not_parsed	not_parsed					
D238Q04	not_parsed	not_parsed					
D238Q05	not_parsed	not_parsed					
D238Q07	not_parsed	not_parsed					
D238Q08	not_parsed	not_parsed					
D241Q01	not_parsed	not_parsed					
D241Q02	not_parsed	not_parsed					
D241Q03	not_parsed	not_parsed					
D241Q05	not_parsed	not_parsed					
D241Q06	not_parsed	not_parsed					
D241Q07	not_parsed	not_parsed					
D242Q01	not_parsed	not_parsed					
D242Q02	not_parsed	not_parsed					
D242Q04	not_parsed	not_parsed					
D242Q05	not_parsed	not_parsed					
D242Q06	not_parsed	not_parsed					
D243Q01	not_parsed	not_parsed					
D243Q02	not_parsed	not_parsed					
D243Q03	not_parsed	not_parsed					
D243Q04	not_parsed	not_parsed					
D243Q05	not_parsed	not_parsed					
D243Q06	not_parsed	not_parsed					
D244Q01	not_parsed	not_parsed					
D244Q02	not_parsed	not_parsed					
D244Q03	not_parsed	not_parsed					
D244Q04	not_parsed	not_parsed					
D244Q05	not_parsed	not_parsed					
D244Q06	not_parsed	not_parsed					
D245Q01	圣伯多禄大殿	成立或建立時間	[]	[]	[]	[]	None
D245Q02	not_parsed	not_parsed					
D245Q03	not_parsed	not_parsed					
D246Q01	not_parsed	not_parsed					
D246Q02	not_parsed	not_parsed					
D246Q03	not_parsed	not_parsed					
D246Q04	not_parsed	not_parsed					
D246Q05	not_parsed	not_parsed					
D246Q06	not_parsed	not_parsed					
D246Q09	not_parsed	not_parsed					
D247Q01	台北101大楼	高度	['Q83101', 'Q1867', 'Q7676279']	[{'value': {'amount': 508, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('所用標準',), ('根據標準',)): [{'value': 'Q24192182', 'type': 'wikibase-item', 'all_aliases': ((), ())}], (('主張此敘述者',), ('持有此見解者', '按', '提出此聲稱者', '支援此聲稱者', '支持此聲稱者', '聲明由來自', '宣告由來自', '支持自', '支援自', '根據')): [{'value': 'Q372245', 'type': 'wikibase-item', 'all_aliases': (('世界高層建築與都市人居學會',), ('世界高層都市建築學會',))}]}}, {'value': {'amount': 449, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('適用部分',), ()): [{'value': 'Q83180', 'type': 'wikibase-item', 'all_aliases': (('屋頂',), ())}]}}]	['508公尺', '508米', '449公尺', '449米']	[]	None
D247Q02	not_parsed	not_parsed					
D247Q03	not_parsed	not_parsed					
D247Q04	not_parsed	not_parsed					
D247Q05	not_parsed	not_parsed					
D247Q06	not_parsed	not_parsed					
D247Q08	not_parsed	not_parsed					
D247Q09	哈里发塔	高度	['Q12495']	[{'value': {'amount': 828, 'unit': 'Q11573', 'upperBound': None, 'lowerBound': None}, 'type': 'quantity', 'qualifiers': {(('所用標準',), ('根據標準',)): [{'value': 'Q24192182', 'type': 'wikibase-item', 'all_aliases': ((), ())}]}}]	['828公尺', '828米']	['828公尺', '828']	828公尺
D248Q01	not_parsed	not_parsed					
D248Q03	not_parsed	not_parsed					
D248Q05	not_parsed	not_parsed					
D248Q06	not_parsed	not_parsed					
D248Q08	not_parsed	not_parsed					
D249Q01	not_parsed	not_parsed					
D249Q03	not_parsed	not_parsed					
D249Q04	not_parsed	not_parsed					
D249Q05	not_parsed	not_parsed					
D249Q06	not_parsed	not_parsed					
D309Q01	not_parsed	not_parsed					
D309Q03	not_parsed	not_parsed					
D309Q04	not_parsed	not_parsed					
D309Q06	not_parsed	not_parsed					
D310Q01	not_parsed	not_parsed					
D310Q03	not_parsed	not_parsed					
D310Q04	not_parsed	not_parsed					
D310Q05	not_parsed	not_parsed					
D310Q06	not_parsed	not_parsed					
D310Q07	not_parsed	not_parsed					
D311Q01	not_parsed	not_parsed					
D311Q02	not_parsed	not_parsed					
D311Q03	not_parsed	not_parsed					
D311Q04	not_parsed	not_parsed					
D311Q05	not_parsed	not_parsed					
D311Q07	not_parsed	not_parsed					
D311Q09	not_parsed	not_parsed					
D312Q01	not_parsed	not_parsed					
D312Q02	not_parsed	not_parsed					
D312Q03	not_parsed	not_parsed					
D312Q04	not_parsed	not_parsed					
D312Q05	not_parsed	not_parsed					
D312Q06	not_parsed	not_parsed					
D312Q07	not_parsed	not_parsed					
D314Q02	not_parsed	not_parsed					
D314Q04	戏水事故发	出生地	[]	[]	[]	[]	None
D314Q05	not_parsed	not_parsed					
D315Q01	not_parsed	not_parsed					
D315Q03	not_parsed	not_parsed					
D315Q07	not_parsed	not_parsed					
D315Q08	not_parsed	not_parsed					
D315Q09	not_parsed	not_parsed					
D318Q05	not_parsed	not_parsed					
D318Q06	not_parsed	not_parsed					
D318Q07	not_parsed	not_parsed					
D318Q08	not_parsed	not_parsed					
D318Q09	not_parsed	not_parsed					
D321Q01	世界卫	出生地	[]	[]	[]	[]	None
D321Q02	世界卫	國籍	[]	[]	[]	[]	None
D322Q03	not_parsed	not_parsed					
D322Q05	not_parsed	not_parsed					
D322Q06	not_parsed	not_parsed					
D251Q01	荆轲	朝代	['Q532410']	[]	[]	[]	None
D251Q02	not_parsed	not_parsed					
D251Q03	秦舞阳	國籍	['Q5371012', 'Q45683840']	['Q9903 明朝']	['明朝', '大明', '大明朝', '大明国', '明国', '明帝国', '朱明', '明代', '大明帝国']	[]	None
D251Q04	not_parsed	not_parsed					
D251Q05	not_parsed	not_parsed					
D251Q06	not_parsed	not_parsed					
D251Q07	not_parsed	not_parsed					
D251Q09	not_parsed	not_parsed					
D252Q01	not_parsed	not_parsed					
D252Q05	not_parsed	not_parsed					
D252Q07	not_parsed	not_parsed					
D252Q10	not_parsed	not_parsed					
D252Q11	not_parsed	not_parsed					
D253Q01	not_parsed	not_parsed					
D253Q02	not_parsed	not_parsed					
D253Q03	not_parsed	not_parsed					
D253Q06	not_parsed	not_parsed					
D253Q08	学者哥白尼	國籍	[]	[]	[]	[]	None
D253Q09	not_parsed	not_parsed					
D253Q10	not_parsed	not_parsed					
D253Q11	not_parsed	not_parsed					
D253Q12	not_parsed	not_parsed					
D254Q01	杨震	朝代	['Q28408783']	['Q148 中華人民共和國']	['中华人民共和国', '中国大陆', '中华人民共和国／中华人民共和国', '新中国', '中', '共产中国', '中国']	['中']	中
D254Q02	not_parsed	not_parsed					
D254Q03	not_parsed	not_parsed					
D254Q04	not_parsed	not_parsed					
D254Q05	not_parsed	not_parsed					
D254Q06	not_parsed	not_parsed					
D255Q01	not_parsed	not_parsed					
D255Q02	not_parsed	not_parsed					
D255Q03	not_parsed	not_parsed					
D255Q04	not_parsed	not_parsed					
D255Q06	not_parsed	not_parsed					
D255Q08	not_parsed	not_parsed					
D255Q09	not_parsed	not_parsed					
D255Q11	not_parsed	not_parsed					
D255Q12	not_parsed	not_parsed					
D255Q13	not_parsed	not_parsed					
D256Q01	not_parsed	not_parsed					
D256Q03	not_parsed	not_parsed					
D256Q04	not_parsed	not_parsed					
D256Q05	not_parsed	not_parsed					
D256Q06	not_parsed	not_parsed					
D256Q07	not_parsed	not_parsed					
D256Q08	not_parsed	not_parsed					
D257Q02	not_parsed	not_parsed					
D257Q04	not_parsed	not_parsed					
D257Q05	not_parsed	not_parsed					
D257Q06	not_parsed	not_parsed					
D257Q07	not_parsed	not_parsed					
D259Q01	not_parsed	not_parsed					
D259Q02	not_parsed	not_parsed					
D259Q03	not_parsed	not_parsed					
D259Q04	not_parsed	not_parsed					
D259Q05	not_parsed	not_parsed					
D259Q06	not_parsed	not_parsed					
D259Q07	not_parsed	not_parsed					
D259Q08	not_parsed	not_parsed					
D259Q09	not_parsed	not_parsed					
D259Q10	not_parsed	not_parsed					
D260Q01	not_parsed	not_parsed					
D260Q05	not_parsed	not_parsed					
D260Q06	not_parsed	not_parsed					
D261Q01	not_parsed	not_parsed					
D261Q02	not_parsed	not_parsed					
D261Q03	not_parsed	not_parsed					
D261Q04	not_parsed	not_parsed					
D261Q05	not_parsed	not_parsed					
D261Q06	not_parsed	not_parsed					
D261Q07	not_parsed	not_parsed					
D263Q01	纣王	朝代	['Q470072']	[]	[]	[]	None
D263Q02	not_parsed	not_parsed					
D263Q03	not_parsed	not_parsed					
D263Q04	not_parsed	not_parsed					
D263Q05	not_parsed	not_parsed					
D263Q06	not_parsed	not_parsed					
D263Q07	not_parsed	not_parsed					
D263Q08	not_parsed	not_parsed					
D264Q01	not_parsed	not_parsed					
D264Q02	史怀哲	國籍	[]	[]	[]	[]	None
D264Q03	not_parsed	not_parsed					
D264Q04	not_parsed	not_parsed					
D264Q05	not_parsed	not_parsed					
D264Q06	not_parsed	not_parsed					
D266Q01	not_parsed	not_parsed					
D266Q02	not_parsed	not_parsed					
D266Q03	not_parsed	not_parsed					
D266Q04	not_parsed	not_parsed					
D266Q06	not_parsed	not_parsed					
D266Q07	not_parsed	not_parsed					
D267Q01	not_parsed	not_parsed					
D267Q02	not_parsed	not_parsed					
D267Q03	not_parsed	not_parsed					
D267Q04	not_parsed	not_parsed					
D267Q06	not_parsed	not_parsed					
D267Q07	not_parsed	not_parsed					
D268Q01	not_parsed	not_parsed					
D268Q02	not_parsed	not_parsed					
D268Q03	not_parsed	not_parsed					
D268Q04	not_parsed	not_parsed					
D268Q05	not_parsed	not_parsed					
D268Q07	not_parsed	not_parsed					
D268Q08	not_parsed	not_parsed					
D269Q01	not_parsed	not_parsed					
D269Q02	not_parsed	not_parsed					
D269Q03	not_parsed	not_parsed					
D269Q04	not_parsed	not_parsed					
D269Q05	not_parsed	not_parsed					
D269Q06	not_parsed	not_parsed					
D269Q07	not_parsed	not_parsed					
D269Q09	not_parsed	not_parsed					
D270Q01	not_parsed	not_parsed					
D270Q03	民国	成立或建立時間	['Q717366', 'Q865']	['1912-01-01T00:00:00.000Z']	['1912年1月1日', '1年1月1日', '1912年1月1号', '1年1月1号']	[]	None
D270Q05	not_parsed	not_parsed					
D270Q06	not_parsed	not_parsed					
D270Q07	not_parsed	not_parsed					
D270Q08	not_parsed	not_parsed					
D270Q11	not_parsed	not_parsed					
D271Q01	not_parsed	not_parsed					
D271Q03	not_parsed	not_parsed					
D271Q04	not_parsed	not_parsed					
D271Q05	not_parsed	not_parsed					
D271Q06	not_parsed	not_parsed					
D272Q01	not_parsed	not_parsed					
D272Q02	not_parsed	not_parsed					
D272Q03	not_parsed	not_parsed					
D272Q04	not_parsed	not_parsed					
D272Q05	not_parsed	not_parsed					
D272Q06	not_parsed	not_parsed					
D272Q07	not_parsed	not_parsed					
