qid	parsed_subj	parsed_pred	sid	pretty_values	proc_values	answers	answer
D048Q02	史上第一个聊天机器人	名字	['Q28812422', 'Q46422417', 'Q45356422', 'Q45360823', 'Q45372886', 'Q45380084', 'Q45380190', 'Q45403616', 'Q45403652', 'Q45403708', 'Q45403774', 'Q45404165', 'Q45404187', 'Q45404346', 'Q45404550', 'Q45404672', 'Q45404925', 'Q45405110', 'Q45405176', 'Q45405351', 'Q45405358', 'Q45412259', 'Q45412336', 'Q45412383', 'Q45429038', 'Q45429290', 'Q45429320', 'Q45429658', 'Q45429879', 'Q45430034', 'Q45430634', 'Q45431127', 'Q45431785', 'Q45432001', 'Q45432085', 'Q45432199', 'Q45432261', 'Q45432703', 'Q45432813', 'Q45433080', 'Q45433770', 'Q45434729', 'Q45434794', 'Q45434827', 'Q45435434', 'Q45435764', 'Q45436048', 'Q45478131', 'Q45478257', 'Q45478320', 'Q45478517', 'Q45478845', 'Q45480283', 'Q45482490', 'Q45490796', 'Q45491000', 'Q45491312', 'Q45493168', 'Q45494328', 'Q45494461', 'Q45498480', 'Q45507222', 'Q45512083', 'Q45520467', 'Q45521490', 'Q45522320', 'Q45562605', 'Q45601669', 'Q45606386', 'Q45634646', 'Q45645539', 'Q45647157', 'Q45647344', 'Q45679055', 'Q45685113', 'Q45686002', 'Q45694273', 'Q45695740', 'Q45697815', 'Q45697839', 'Q45698988', 'Q45699675', 'Q49727', 'Q6007654']	['第一', '第一', '韓彥直', '旃郎', '子溫', '莊敏', '檀僧', '第一', '張宗元', '越哥', '會卿', '禹孫', '第一', '祝洙', '宗道', '第一', '安道', '趙彥文', '元質', '紹祖', '第一', '慶孫', '趙像之', '明則', '行成', '民則', '夀卿', '第一', '冉徽之', '子美', '祖郎', '第一', '察乞', '張偉', '夀鄉', '彭老', '第一', '書言', '趙不愧', '守正', '椿夀', '第一', '蕭肅', '處恭', '善感', '第一', '德昭', '石才孺', '難老', '伯元', '寧老', '第一', '王賓', '端郎', '觀國', '第一', '王賔', '戴振', '文舉', '王僧', '夀老', '第一', '俞肇', '彥初', '夢祥', '第一', '世兆', '趙公懋', '寧郎', '元功', '第一', '寧哥', '胡鎔', '子青', '元範', '第一', '鬆老', '餘溥', '餘應', '應', '仲傅', '逢時', '第一', '金鼎', '張僧', '周卿', '元鼎', '第一', '張永年', '時發', '一郎', '第一', '念十一', '胡權', '星郎', '經仲', '夢祥', '第一', '陳賞', '嶽孫', '景申', '第一', '趙寅龍', '景元', '宜福', '第一', '趙果', '初桂', '德養', '第一', '石子該', '巖', '季瞻', '第一', '周正子', '文', '德新', '文祖', '周文', '第一', '李君錫', '宗禹', '商', '第一', '吳良弼', '光輔', '仰說', '第一', '杜夢冠', '第一', '叔範', '句印', '曉孫', '曉哥', '叔明', '第一', '石公瑾', '子玉', '定哥', '第一', '黃潛', '孔昭', '第一', '毛浚', '元升', '震廣', '第一', '洪文伯', '瑞老', '行之', '第一', '李仲', '驥孫', '第一', '吉父', '李懿文', '如意', '第一', '純父', '文月能', '第一', '國華', '朱龍', '景亮', '難僧', '第一', '珠哥', '王南傑', '德俊', '德膺', '第一', '先南巽', '少英', '先南', '肖嚴', '南', '肖巖', '第一', '毛沆', '自強', '元發', '第一', '江山', '次山', '壽翁', '仕楚', '第一', '李容', '桂郎', '卿壽', '壽卿', '子發', '第一', '吳璞', '元美', '第一', '唐湘', '得辛', '塔孫', '正甫', '第一', '姚會之', '君輔', '安國', '文叟', '第一', '袁甲龍', '子高', '雲翔', '第一', '甲郎', '蔣砳', '泰孫', '第一', '長卿', '陳錫', '第一', '薛埴', '景口', '第一', '景', '楊申', '應', '子應', '文起', '第一', '馮更', '第一', '景新', '陳槩', '辛平', '立本', '道生', '第一', '趙友煥', '文叔', '炎祖', '第一', '趙時貴', '子升', '道鄉', '時登', '第一', '孫南己', '俊夫', '雄', '孫璋', '第一', '璋', '趙時熪', '用明', '第一', '郭興世', '漢卿', '第一', '祖傳', '馮遜', '靜卿', '安孫', '安仁', '第一', '陳英發', '第一', '趙良埈', '崈甫', '第一', '趙孟鑽', '成老', '仲堅', '彌堅', '第一', '趙若祺', '聖翁', '第一', '趙嗣淐', 'Zhao Sichang', '曇', '趙嗣昌', '清父', '第一', '仲卿', '趙與東', '伯仁', '賓暘', '第一', '魯齋', '趙與梣', '季清', '廉孫', '第一', '劉岊', '成鳳', '同', '季儀', '第一', '錢震午', '閱', '泰', '子嘉', '第一', '謝炎午', '餘僧', '第一', '子俞', '蘇直方', '譽', '實甫', '第一', '彥弘', '陳起東', '原', '溫甫', '仲南', '第一', '陳紹大', '仲賓', '潭孫', '仲有', '仲實', '第一', '陳紹南', '景修', '景新', '斗南', '第一', '黃遂', '善夫', '第一', '穆𢴍祖', '公有', '第一', '開', '黃驥子', '寶僧', '賢可', '寶賢', '第一', '程師望', '杞', '周翰', '第一', '雍汜', '雍祀', '第一', '師周', '楊乙', '第一', '伯海', '祖孟', '重慶', '楊於', '幹郎', '賢可', '第一', '漢望', '楊泰', '兌（上公下兒）孫', '明卿', '第一', '楊森', '文孺', '彬', '普明', '第一', '德國電視一臺', '第一', '政治研究協會', '第一']	['第一', '第一', '韩彦直', '旃郎', '子温', '庄敏', '檀僧', '第一', '张宗元', '越哥', '会卿', '禹孙', '第一', '祝洙', '宗道', '第一', '安道', '赵彦文', '元质', '绍祖', '第一', '庆孙', '赵像之', '明则', '行成', '民则', '夀卿', '第一', '冉徽之', '子美', '祖郎', '第一', '察乞', '张伟', '夀乡', '彭老', '第一', '书言', '赵不愧', '守正', '椿夀', '第一', '萧肃', '处恭', '善感', '第一', '德昭', '石才孺', '难老', '伯元', '宁老', '第一', '王宾', '端郎', '观国', '第一', '王賔', '戴振', '文举', '王僧', '夀老', '第一', '俞肇', '彦初', '梦祥', '第一', '世兆', '赵公懋', '宁郎', '元功', '第一', '宁哥', '胡镕', '子青', '元范', '第一', '松老', '余溥', '余应', '应', '仲傅', '逢时', '第一', '金鼎', '张僧', '周卿', '元鼎', '第一', '张永年', '时发', '一郎', '第一', '念十一', '胡权', '星郎', '经仲', '梦祥', '第一', '陈赏', '岳孙', '景申', '第一', '赵寅龙', '景元', '宜福', '第一', '赵果', '初桂', '德养', '第一', '石子该', '岩', '季瞻', '第一', '周正子', '文', '德新', '文祖', '周文', '第一', '李君锡', '宗禹', '商', '第一', '吴良弼', '光辅', '仰说', '第一', '杜梦冠', '第一', '叔范', '句印', '晓孙', '晓哥', '叔明', '第一', '石公瑾', '子玉', '定哥', '第一', '黄潜', '孔昭', '第一', '毛浚', '元升', '震广', '第一', '洪文伯', '瑞老', '行之', '第一', '李仲', '骥孙', '第一', '吉父', '李懿文', '如意', '第一', '纯父', '文月能', '第一', '国华', '朱龙', '景亮', '难僧', '第一', '珠哥', '王南杰', '德俊', '德膺', '第一', '先南巽', '少英', '先南', '肖严', '南', '肖岩', '第一', '毛沆', '自强', '元发', '第一', '江山', '次山', '寿翁', '仕楚', '第一', '李容', '桂郎', '卿寿', '寿卿', '子发', '第一', '吴璞', '元美', '第一', '唐湘', '得辛', '塔孙', '正甫', '第一', '姚会之', '君辅', '安国', '文叟', '第一', '袁甲龙', '子高', '云翔', '第一', '甲郎', '蒋砳', '泰孙', '第一', '长卿', '陈锡', '第一', '薛埴', '景口', '第一', '景', '杨申', '应', '子应', '文起', '第一', '冯更', '第一', '景新', '陈槩', '辛平', '立本', '道生', '第一', '赵友焕', '文叔', '炎祖', '第一', '赵时贵', '子升', '道乡', '时登', '第一', '孙南己', '俊夫', '雄', '孙璋', '第一', '璋', '赵时熪', '用明', '第一', '郭兴世', '汉卿', '第一', '祖传', '冯逊', '静卿', '安孙', '安仁', '第一', '陈英发', '第一', '赵良埈', '崈甫', '第一', '赵孟钻', '成老', '仲坚', '弥坚', '第一', '赵若祺', '圣翁', '第一', '赵嗣淐', 'Zhao Sichang', '昙', '赵嗣昌', '清父', '第一', '仲卿', '赵与东', '伯仁', '宾旸', '第一', '鲁斋', '赵与梣', '季清', '廉孙', '第一', '刘岊', '成凤', '同', '季仪', '第一', '钱震午', '阅', '泰', '子嘉', '第一', '谢炎午', '余僧', '第一', '子俞', '苏直方', '誉', '实甫', '第一', '彦弘', '陈起东', '原', '温甫', '仲南', '第一', '陈绍大', '仲宾', '潭孙', '仲有', '仲实', '第一', '陈绍南', '景修', '景新', '斗南', '第一', '黄遂', '善夫', '第一', '穆𢴍祖', '公有', '第一', '开', '黄骥子', '宝僧', '贤可', '宝贤', '第一', '程师望', '杞', '周翰', '第一', '雍汜', '雍祀', '第一', '师周', '杨乙', '第一', '伯海', '祖孟', '重庆', '杨于', '干郎', '贤可', '第一', '汉望', '杨泰', '兑（上公下儿）孙', '明卿', '第一', '杨森', '文孺', '彬', '普明', '第一', '德国电视一台', '第一', '政治研究协会', '第一']	['应', '应', '应', '应', '应', '文', '文', '商', '应', '应', '应', '应', '应', '开']	应
D048Q03	not_parsed	not_parsed					
D048Q04	not_parsed	not_parsed					
D048Q08	not_parsed	not_parsed					
D048Q09	not_parsed	not_parsed					
D049Q01	not_parsed	not_parsed					
D049Q04	not_parsed	not_parsed					
D049Q05	not_parsed	not_parsed					
D049Q06	not_parsed	not_parsed					
D049Q08	not_parsed	not_parsed					
D049Q09	not_parsed	not_parsed					
D061Q01	not_parsed	not_parsed					
D061Q02	not_parsed	not_parsed					
D061Q03	not_parsed	not_parsed					
D061Q04	not_parsed	not_parsed					
D061Q05	not_parsed	not_parsed					
D062Q01	not_parsed	not_parsed					
D062Q02	not_parsed	not_parsed					
D062Q05	not_parsed	not_parsed					
D064Q01	not_parsed	not_parsed					
D064Q03	not_parsed	not_parsed					
D064Q04	not_parsed	not_parsed					
D064Q05	not_parsed	not_parsed					
D064Q06	郭雪胡	出生地	[]	[]	[]	[]	None
D064Q07	not_parsed	not_parsed					
D064Q09	not_parsed	not_parsed					
D064Q10	not_parsed	not_parsed					
D064Q11	not_parsed	not_parsed					
D064Q12	not_parsed	not_parsed					
D064Q13	not_parsed	not_parsed					
D064Q14	not_parsed	not_parsed					
D064Q15	not_parsed	not_parsed					
D064Q16	not_parsed	not_parsed					
D068Q01	not_parsed	not_parsed					
D068Q02	not_parsed	not_parsed					
D068Q03	not_parsed	not_parsed					
D069Q01	李安	出生地	['Q160726', 'Q11096026', 'Q20063496', 'Q45411984', 'Q45424706', 'Q45433406', 'Q45442133', 'Q45451077', 'Q45452455', 'Q45464980', 'Q45486569', 'Q45498052', 'Q45513683', 'Q45513746', 'Q45533811', 'Q45549533', 'Q45550864', 'Q45555725', 'Q45593110', 'Q45609915', 'Q45621657', 'Q45630249', 'Q45631181', 'Q45644164', 'Q45651451', 'Q45707224']	['Q708790 潮州鎮']	['潮州镇']	[]	None
D069Q02	not_parsed	not_parsed					
D069Q03	not_parsed	not_parsed					
D069Q04	not_parsed	not_parsed					
D069Q06	not_parsed	not_parsed					
D069Q07	not_parsed	not_parsed					
D069Q08	not_parsed	not_parsed					
D069Q09	not_parsed	not_parsed					
D069Q11	not_parsed	not_parsed					
D069Q12	not_parsed	not_parsed					
D070Q01	not_parsed	not_parsed					
D070Q03	斯文豪	出生地	[]	[]	[]	[]	None
D070Q04	not_parsed	not_parsed					
D070Q05	not_parsed	not_parsed					
D070Q07	斯文豪	成立或建立時間	[]	[]	[]	[]	None
D070Q08	not_parsed	not_parsed					
D070Q09	not_parsed	not_parsed					
D070Q10	not_parsed	not_parsed					
D070Q11	not_parsed	not_parsed					
D071Q01	张大千	出生地	['Q163298']	['Q426756 內江市']	['内江市', '内江']	['内江', '内江']	内江
D071Q03	not_parsed	not_parsed					
D071Q10	not_parsed	not_parsed					
D071Q12	张大千	死亡日期	['Q163298']	['1983-04-02T00:00:00.000Z']	['1983年4月2日', '72年4月2日', '1983年4月2号', '72年4月2号']	['1983年4月2日', '1983年4月2日']	1983年4月2日
D071Q13	张大千	死亡地	['Q163298']	['Q1867 臺北市']	['台北市', '北市', '台北', '台北, 台湾']	['台北市', '北市', '台北', '台北', '台北', '台北市', '台北市', '台北市', '台北', '台北']	台北市
D071Q14	not_parsed	not_parsed					
D071Q15	not_parsed	not_parsed					
D071Q16	not_parsed	not_parsed					
D072Q01	not_parsed	not_parsed					
D072Q02	not_parsed	not_parsed					
D072Q03	莎士比亚	出生日期	['Q692', 'Q8036207']	['1564-04-01T00:00:00.000Z']	['1564年4月1日', '-347年4月1日', '1564年4月1号', '-347年4月1号']	[]	None
D072Q04	莎士比亚	出生地	['Q692', 'Q8036207']	['Q189288 埃文河畔斯特拉特福']	['埃文河畔斯特拉特福', '艾芬河畔斯特拉特福', '斯特拉夫镇', '雅芳河畔斯特拉特福', '斯特拉福镇']	['雅芳河畔斯特拉特福', '雅芳河畔斯特拉特福']	雅芳河畔斯特拉特福
D072Q05	莎士比亚	配偶	['Q692', 'Q8036207']	['Q237251 安妮·哈瑟維 (莎士比亞之妻)']	['安妮·哈瑟维 (莎士比亚之妻)']	[]	None
D072Q06	not_parsed	not_parsed					
D073Q01	not_parsed	not_parsed					
D073Q03	not_parsed	not_parsed					
D073Q05	not_parsed	not_parsed					
D073Q12	not_parsed	not_parsed					
D076Q04	not_parsed	not_parsed					
D076Q05	not_parsed	not_parsed					
D076Q10	not_parsed	not_parsed					
D076Q11	not_parsed	not_parsed					
D077Q01	not_parsed	not_parsed					
D077Q02	not_parsed	not_parsed					
D077Q03	not_parsed	not_parsed					
D077Q04	not_parsed	not_parsed					
D077Q05	not_parsed	not_parsed					
D077Q06	not_parsed	not_parsed					
D077Q07	not_parsed	not_parsed					
D077Q08	not_parsed	not_parsed					
D077Q09	not_parsed	not_parsed					
D077Q10	马可.波罗	國籍	['Q1626134', 'Q6757680', 'Q15889426', 'Q9012009', 'Q19968293']	['Q148 中華人民共和國']	['中华人民共和国', '中国', '中华人民共和国／中华人民共和国', '共产中国', '中国大陆', '新中国']	['中国', '中国', '中国', '中国', '中国', '中国', '中国', '中国', '中国', '中国']	中国
D079Q01	not_parsed	not_parsed					
D079Q05	not_parsed	not_parsed					
D079Q06	not_parsed	not_parsed					
D079Q07	not_parsed	not_parsed					
D082Q02	not_parsed	not_parsed					
D082Q04	not_parsed	not_parsed					
D082Q05	not_parsed	not_parsed					
D082Q06	not_parsed	not_parsed					
D083Q01	not_parsed	not_parsed					
D083Q02	not_parsed	not_parsed					
D083Q03	not_parsed	not_parsed					
D083Q04	not_parsed	not_parsed					
D083Q07	not_parsed	not_parsed					
D083Q08	not_parsed	not_parsed					
D083Q09	not_parsed	not_parsed					
D083Q10	not_parsed	not_parsed					
D085Q01	not_parsed	not_parsed					
D085Q03	not_parsed	not_parsed					
D085Q04	not_parsed	not_parsed					
D085Q05	文本中	國籍	[]	[]	[]	[]	None
D085Q06	not_parsed	not_parsed					
D086Q04	not_parsed	not_parsed					
D086Q05	not_parsed	not_parsed					
D086Q06	not_parsed	not_parsed					
D086Q07	not_parsed	not_parsed					
D086Q03	不可再	出生地	[]	[]	[]	[]	None
D087Q01	not_parsed	not_parsed					
D087Q02	not_parsed	not_parsed					
D087Q05	not_parsed	not_parsed					
D087Q06	not_parsed	not_parsed					
D087Q07	not_parsed	not_parsed					
D087Q08	not_parsed	not_parsed					
D088Q02	not_parsed	not_parsed					
D088Q03	not_parsed	not_parsed					
D088Q08	not_parsed	not_parsed					
D090Q01	not_parsed	not_parsed					
D090Q02	not_parsed	not_parsed					
D090Q03	not_parsed	not_parsed					
D090Q04	not_parsed	not_parsed					
D090Q05	not_parsed	not_parsed					
D090Q06	not_parsed	not_parsed					
D090Q07	not_parsed	not_parsed					
D090Q08	not_parsed	not_parsed					
D090Q10	not_parsed	not_parsed					
D090Q11	not_parsed	not_parsed					
D092Q03	not_parsed	not_parsed					
D092Q04	not_parsed	not_parsed					
D092Q05	not_parsed	not_parsed					
D092Q06	not_parsed	not_parsed					
D092Q07	not_parsed	not_parsed					
D092Q08	not_parsed	not_parsed					
D092Q09	not_parsed	not_parsed					
D092Q10	not_parsed	not_parsed					
D092Q11	not_parsed	not_parsed					
D092Q12	not_parsed	not_parsed					
D093Q01	not_parsed	not_parsed					
D093Q02	not_parsed	not_parsed					
D093Q03	not_parsed	not_parsed					
D093Q05	not_parsed	not_parsed					
D093Q07	not_parsed	not_parsed					
D094Q02	not_parsed	not_parsed					
D094Q03	伊甸基金会	成立或建立時間	[]	[]	[]	[]	None
D094Q05	not_parsed	not_parsed					
D094Q01	not_parsed	not_parsed					
D095Q01	not_parsed	not_parsed					
D095Q03	not_parsed	not_parsed					
D095Q04	not_parsed	not_parsed					
D095Q06	not_parsed	not_parsed					
D095Q07	not_parsed	not_parsed					
D096Q01	not_parsed	not_parsed					
D096Q04	not_parsed	not_parsed					
D096Q06	not_parsed	not_parsed					
D096Q07	not_parsed	not_parsed					
D097Q01	not_parsed	not_parsed					
D097Q02	not_parsed	not_parsed					
D097Q04	诺贝尔	出生年份	['Q224138', 'Q23810']	['1833-10-21T00:00:00.000Z']	['1833年', '-78年']	['1833年', '1833年10月21日']	1833年10月21日
D097Q05	诺贝尔	死亡日期	['Q224138', 'Q23810']	['1896-12-10T00:00:00.000Z']	['1896年12月10日', '-15年12月10日', '1896年12月10号', '-15年12月10号']	['1896年12月10日', '1896年12月10日']	1896年12月10日
D097Q06	not_parsed	not_parsed					
D097Q07	not_parsed	not_parsed					
D097Q08	not_parsed	not_parsed					
D100Q01	not_parsed	not_parsed					
D100Q03	not_parsed	not_parsed					
D100Q04	not_parsed	not_parsed					
D100Q05	not_parsed	not_parsed					
D103Q01	not_parsed	not_parsed					
D103Q03	not_parsed	not_parsed					
D103Q04	not_parsed	not_parsed					
D103Q05	not_parsed	not_parsed					
D103Q06	not_parsed	not_parsed					
D103Q08	not_parsed	not_parsed					
D104Q02	not_parsed	not_parsed					
D104Q04	not_parsed	not_parsed					
D104Q05	not_parsed	not_parsed					
D104Q06	not_parsed	not_parsed					
D105Q01	not_parsed	not_parsed					
D105Q02	not_parsed	not_parsed					
D105Q04	not_parsed	not_parsed					
D105Q06	not_parsed	not_parsed					
D105Q07	not_parsed	not_parsed					
D105Q08	not_parsed	not_parsed					
D105Q09	not_parsed	not_parsed					
D105Q10	not_parsed	not_parsed					
D106Q01	not_parsed	not_parsed					
D106Q02	not_parsed	not_parsed					
D106Q03	not_parsed	not_parsed					
D106Q05	not_parsed	not_parsed					
D106Q06	not_parsed	not_parsed					
D106Q07	卫福部	成立或建立時間	[]	[]	[]	[]	None
D106Q08	not_parsed	not_parsed					
D107Q03	not_parsed	not_parsed					
D107Q05	not_parsed	not_parsed					
D107Q06	not_parsed	not_parsed					
D107Q07	not_parsed	not_parsed					
D107Q08	not_parsed	not_parsed					
D108Q02	not_parsed	not_parsed					
D108Q03	not_parsed	not_parsed					
D108Q04	not_parsed	not_parsed					
D108Q05	not_parsed	not_parsed					
D108Q07	not_parsed	not_parsed					
D113Q02	not_parsed	not_parsed					
D113Q03	not_parsed	not_parsed					
D115Q01	not_parsed	not_parsed					
D115Q03	not_parsed	not_parsed					
D115Q05	not_parsed	not_parsed					
D116Q01	not_parsed	not_parsed					
D116Q02	not_parsed	not_parsed					
D116Q03	not_parsed	not_parsed					
D116Q05	not_parsed	not_parsed					
D116Q06	not_parsed	not_parsed					
D116Q07	not_parsed	not_parsed					
D116Q08	not_parsed	not_parsed					
D116Q09	not_parsed	not_parsed					
D117Q02	not_parsed	not_parsed					
D117Q03	not_parsed	not_parsed					
D117Q05	not_parsed	not_parsed					
D117Q06	not_parsed	not_parsed					
D117Q07	not_parsed	not_parsed					
D120Q01	新闻中车祸地点发	出生地	['Q61037771']	[]	[]	[]	None
D120Q04	not_parsed	not_parsed					
D120Q05	not_parsed	not_parsed					
D120Q06	not_parsed	not_parsed					
D120Q07	not_parsed	not_parsed					
D120Q08	not_parsed	not_parsed					
D127Q01	not_parsed	not_parsed					
D127Q02	not_parsed	not_parsed					
D127Q03	not_parsed	not_parsed					
D127Q04	not_parsed	not_parsed					
D127Q06	not_parsed	not_parsed					
D138Q03	若要帮屠呦呦庆	出生日期	[]	[]	[]	[]	None
D138Q04	not_parsed	not_parsed					
D138Q05	not_parsed	not_parsed					
D138Q06	not_parsed	not_parsed					
D138Q07	not_parsed	not_parsed					
D138Q08	not_parsed	not_parsed					
D160Q01	not_parsed	not_parsed					
D160Q02	not_parsed	not_parsed					
D160Q03	not_parsed	not_parsed					
D160Q05	王母娘娘	出生日期	['Q1064059']	[]	[]	[]	None
D160Q06	not_parsed	not_parsed					
D160Q07	not_parsed	not_parsed					
D160Q08	not_parsed	not_parsed					
D160Q09	not_parsed	not_parsed					
D179Q01	not_parsed	not_parsed					
D179Q02	not_parsed	not_parsed					
D179Q03	not_parsed	not_parsed					
D179Q05	not_parsed	not_parsed					
D179Q07	not_parsed	not_parsed					
D181Q02	not_parsed	not_parsed					
D181Q03	not_parsed	not_parsed					
D181Q04	not_parsed	not_parsed					
D181Q05	not_parsed	not_parsed					
D181Q06	not_parsed	not_parsed					
D182Q01	not_parsed	not_parsed					
D182Q02	not_parsed	not_parsed					
D182Q03	not_parsed	not_parsed					
D182Q04	not_parsed	not_parsed					
D182Q05	not_parsed	not_parsed					
D182Q06	not_parsed	not_parsed					
D182Q07	not_parsed	not_parsed					
D183Q01	not_parsed	not_parsed					
D183Q02	not_parsed	not_parsed					
D183Q03	not_parsed	not_parsed					
D183Q04	not_parsed	not_parsed					
D210Q02	not_parsed	not_parsed					
D210Q03	not_parsed	not_parsed					
